ID,word,final_normalized_detail
1993,افت و خيز,افتادن و برخاستن، به آهستگي رفتن و شتافتن.
1994,افتا,فتوا دادن، حکم صادر کردن.
1995,افتادگي,فروتنی، تواضع. خواری، ذلت.
1996,افتادن,سقوط کردن. از پا درآمدن. روی دادن، واقع شدن. نصیب شدن، بدست آوردن.   ؛~ با کسی  سر و کار داشتن با کسی.
1997,افتاده,زمین خورده. از پا درآمده. فروتن، متواضع. مصروع، کسی که دچار صرع شده باشد. اطلاق شده.
1998,افتان,در حال افتادن.  ؛~ و خيزان راه رفتن  آهسته و به حالت افتادن و برخاستن راه رفتن.
1999,افتتاح,گشودن، باز کردن. آغاز کردن.
2000,افتتان,در فتنه افتادن. مفتون شدن.
2001,افتخار,فخر کردن.  نازش. ج. افتخارات.
2002,افتراء,تهمت زدن، بهتان.
2003,افتراس,شکار کردن. با نشانه چیزی را دریافتن.
2004,افتراض,واجب گردانيدن، فريضه کردن.
2005,افتراع,دوشيزگي را برداشتن.
2006,افتراق,از یکدیگر جدا شدن. فرق گذاشتن.
2007,افتضاح,رسوا شدن.  بی آبرویی.
2008,افتضاض,دوشیزگی را ربودن. اندک اندک ریختن آب. سر آمدن عده زن.
2009,افتعال,بهتان زدن. چیزی نو پدید آوردن. یکی از مصادر ثلاثی مزید در زبان عربی.
2010,افتقاد,گم کردن چیزی را. جستن گم شده را.
2011,افتقار,ندار شدن، نیازمند گشتن.  فقر، تهیدستی.
2012,افتکاک,از هم جدا کردن.  از گرو به در آوردن گروی.
2013,افچه,مترسک که براي ترساندن جانوران وحشي در کشتزارها نصب کنند.
2014,افخم,بزرگوارتر.  ارجمند.
2015,افد,عجيب، شگفت آور.
2016,افدر,برادر پدر، عمو.
2017,افدستا,ستايش شگفت، نيکوترين ستايش.
2018,افدم,نک  آفدم.
2019,افديدن,تعجب نمودن.
2020,افرا,درختي با برگ‌هايي مانند پنجة انسان.
2021,افراختن,بلند کردن، بالا بردن.
2022,افراخته,بلند کرده، بالا برده.
2023,افراد,جِ فرد.
2024,افراد,یکی کردن، جدا کردن.  تنها به کاری روی آوردن.
2025,افراز,بلندی، فراز. کرسی، منبر.
2026,افراز,جدا کردن، بيرون دادن.
2027,افرازيدن,بلند ساختن، افراشتن. زینت دادن.
2028,افراشتن,افراختن.
2029,افراض,جیره و مقرری به کسی دادن.  واجب شدن زکات بر مال. جدا کردن چیزی برای کسی.
2030,افراط,از حد درگذشتن.  زیاده روی.
2031,افرنج,نک  افرنگ.
2032,افرند,فر و شکوه. زیبایی.
2033,افرنديدن,زينت دادن.
2034,افرنگ,تخت پادشاهي.
2035,افرنگ,فر و شکوه. زیبایی.
2036,افرنگ,فرنگستان، اروپا.
2037,افروختن,روشن کردن.  روشن شدن. تند شدن آتش. خشمگین شدن.
2038,افروخته,روشن شده. شعله ور شده. خشمگین.
2039,افروز,در کلمات مرکب به معني افروزنده آيد: آتش افروز، جهان افروز، دل   افروز.
2040,افروزانيدن,روشن کردن، درخشان ساختن. مشتعل کردن.
2041,افروزش,افروختگی، روشنایی. اشتعال.
2042,افروزنده,روشن کننده. درخشنده. مشتعل کننده.
2043,افروزه,آتشگیره. فتیلة چراغ.
2044,افروشه,نک  آفروشه.
2045,افروغ,روشنايي، نور.
2046,افزار,ابزار، آلت. ادویة خوشبو که در غذا ریزند.
2047,افزايش,عمل افزون کردن. عمل افزون شدن.
2048,افزودن,زیاد کردن، بیشتر کردن.  زیاد شدن.
2049,افزون,بیش، زیاد، بسیار. در ترکیب با واژه‌های دیگر معنای افزاینده می‌دهد.
2050,افزوني,بسياري، فراواني.
2051,افژول,تحریک، اصرار.  تقاضا. پریشان، پراکنده.
2052,افژول,تحریک، اصرار.  تقاضا. پریشان، پراکنده.
2053,افژول,تحریک، اصرار.  تقاضا. پریشان، پراکنده.
2054,افژولنده,تحریک کننده. پریشان کننده.
2055,افژوليدن,برانگیختن.  پریشان ساختن.
2056,افژوليده,برانگیخته.  پراکنده.
2057,افساد,فساد کردن، برپا کردن فتنه.  تباهی، فساد.
2058,افسار,تسمه و ريسماني که به گردن اسب و الاغ مي‌بندند.
2059,افسار پاره کردن,سرپيچي کردن، ياغي شدن.
2060,افسار سر خود,کسي که فقط به رأي خود عمل مي‌کند.
2061,افسارگسيخته,گستاخ، بي  پروا، وحشي.
2062,افسان,سنگي که با آن کارد و شمشير و مانند آن را تيز کنند.
2063,افسانه,قصه، داستان.
2064,افسانه خواندن,ياوه گفتن، بيهوده حرف زدن.
2065,افسانه گو,داستان سرا.  کنایه از: یاوه گو، بیهوده گو.
2066,افساينده,رام کننده.   افسونگر، جادوگر.
2067,افساييدن,رام کردن، مسخّر داشتن. جادو کردن.
2068,افست,= آفست: نوعي  از چاپ که نوشته و عکس را بر سطح لاستيکي يک استوانه  گردان برمي گرداند و سپس آن را با فشار استوانة ديگر روي کاغذ چاپ مي‌کنند. ماشين معمولي چاپ افست داراي سه استوانه‌است. در چاپ افست نخست آن چه را که بايد چاپ شود بر روي صفحه‌اي فلزي به نام زينگ منتقل مي‌کنند، سپس اين صفحه را با مواد شيميايي به طوري حساس مي‌کنند که فقط نوشته‌ها و تصاوير آن مرکب چاپ را به خود مي‌گيرد. صفحة فلزي حساس را به دور نخستين استوانه مي‌پيچند؛ نوشتة آن بر اثر فشار روي پوشش لاستيکي استوانة دوم برمي گردد. کاغذ سفيد که متوالياً به دور استوانة سوم مي‌پيچد مطالب را از روي پوشش لاستيکي استوانة دوم مي‌گيرد. سرعت کار ماشين‌هاي چاپ افست بيش از چاپ مسطح  مي‌باشد.
2069,افسر,تاج، ديهيم.
2070,افسر,کسي که در ارتش درجه اش از ستوان به بالا باشد، صاحب منصب.
2071,افسردن,پژمردن. اندوهگین شدن. منجمد گشتن.  دلسرد شدن.
2072,افسرده,پژمرده.  اندوهگین. منجمد. دلسرد.
2073,افسوس,ریشخند، تمسخر. دریغ، حسرت. ظلم، ستم.
2074,افسوس کردن,مسخره کردن، به ريشخند گرفتن.
2075,افسون,مکر، تزویر. سحر، جادو.
2076,افسون دميدن,سحر گفتن، جادو کردن.
2077,افشاء,آشکار کردن، فاش نمودن.
2078,افشار,گوشه‌اي است در دستگاه شور.
2079,افشاري,يکي از آوازهاي ايراني، مغموم و دردناک، از متعلقات شور.
2080,افشان,در بعضي کلمات مرکب به معني افشاينده آيد: آتش فشان، گل افشان، زرافشان.
2081,افشاندن,ریختن و پاشیدن. کنایه از: خرج کردن.
2082,افشردن,عصاره گرفتن. محکم کردن.
2083,افشرده,فشار داده شده. آبی که از فشردن میوه گیرند.
2084,افشره,آب ميوه.
2085,افشک,= افشنگ. افشنک. اپشک: شبنم، ژاله.
2086,افشه,گندم نيم کوفته، بلغور.
2087,افشون,ابزاري چوبي با نوکي چهار يا پنج شاخه  که به وسيلة آن غلة کوفته را به باد مي‌دادند تا دانه را از کاه جدا سازد؛ انگشته، هم گويند.
2088,افصاح,زبان آور شدن، شیوا شدن.  زبان آوری.
2089,افصح,زبان آورتر، شيواتر.
2090,افضال,افزون کردن. نیکویی و احسان کردن. سپاس نهادن. برتری داشتن.  بخشش. ج. افضالات.
2091,افضل,برتر، فزون تر. فاضل تر. با فضلیت تر. ج. افاضل.
2092,افطار,روزه شکستن.  روزه گشایی.
2093,افطاري,طعام و خوراکي که به هنگام افطار خورند.
2094,افعال,جِ فعل ؛ کارها، کنش‌ها، کردارها.
2095,افعال,انجام دادن.  یکی از باب‌های ثلاثی مزید فیه در زبان عربی.
2096,افعي,نوعي مار سمي خطرناک که در دهانش علاوه بر دندان‌هاي کوچک تغذيه‌اي دو دندان قلاب مانند در آروارة بالا وجود دارد که به طرف عقب دهان خميده‌است. درون اين قلاب مجرايي است که به غدة زهر کشنده راه دارد.
2097,افغان,= فغان: فرياد، زاري، ناله.
2098,افق,کرانه، ناحیه. نیم دایره‌ای که در امتداد آن، چشم کرة زمین را می‌بیند. ج. آفاق.
2099,افقه,دانشمندتر، داناتر. فقیه تر.
2100,افقي,موازي، منسوب به افق. خط راست موازي سطح زمين.
2101,افک,دروغ، تهمت.
2102,افکار,جِ فکر؛ انديشه‌ها.
2103,افکار عمومي,عکس العمل بخش عمده جامعه در برابر حوادثي که براي جامعه جنبة حياتي دارد.
2104,افکت,هر عنصر صوتي يا تصويري که براي ايجاد تأثير مشخصي به فيلم افزوده شود، جلوه. .
2105,افکندگي,مَستي.
2106,افکندن,انداختن، پرت کردن. گستردن. از قلم انداختن، به حساب نیاوردن. شکست دادن. جا گرفتن، اقامت کردن.
2107,افکنده,انداخته، بر زمین زده. گسترده. به حساب نیامده، مطرود.
2108,افگار,آزرده، خسته، مجروح.
2109,افگانه,بچة نارسيده، جنين.
2110,افلاس,ورشکست شدن. بی چیزی، تنگدستی. ورشکستگی.
2111,افلاس نامه,شهادت   نامه‌اي که در آن گروهي معتبر ورشکستگي و تهيدستي کسي را گواهي دهند.
2112,افلاک,جِ فلک ؛ چرخ‌ها، سپهرها، آسمان‌ها.
2113,افلاکي,ستارگان.  فرشتگان.
2114,افلح,رستگارتر.
2115,افليج,کسي که عضو يا اعضايي از بدنش فاقد حرکت و نيرو باشد.
2116,افناء,نيست کردن، نابود گردانيدن.
2117,افنان,جِ فنن ؛ شاخه‌ها.
2118,افندي,مأخوذ از لاتين، به طريق احترام به جاي «آقا» به بزرگان اطلاق مي‌شود.
2119,افندي پيزي,کسي که در ظاهر شجاع و دلير بنمايد ولي در باطن ترسو باشد.
2120,افهام,ياد دادن، فهماندن.
2121,افهام,جِ فهم ؛ دانش‌ها، فهم‌ها.
2122,افواج,جِ فوج ؛ گروه.
2123,افواه,جِ فوه.  دهان‌ها. اصناف. ادویه‌های خوشبو که در اغذیه ریزند.
2124,افول,فرو شدن، غروب شدن.
2125,افيون,معرب واژة يوناني «اپيون» به معناي ترياک، شيرة خشخاش.
2126,افيوني,ترياکي، بنگي.
2127,افئده,جِ فواد؛ دل‌ها، قلب‌ها.
2128,اق زدن,= عق: حال به هم خوردن، استفراغ.
2129,اقارب,جِ اقرب ؛ خويشان، نزديکان.
2130,اقاقيا,معرب واژة يوناني اکياکيا؛ درختي  است خاردار با گل‌هاي خوشه‌اي سفيد يا صورتي و خوشبو که چوبي سخت و محکم دارد.
2131,اقالت,نک  اقاله.
2132,اقاله,بر هم زدن، فسخ کردن معامله با رضایت. بخشیدن.  گذشت.
2133,اقاليم,جِ اقليم ؛ کشورها.
2134,اقامت,جای گُزیدن، زیستن. به جا آوردن.
2135,اقامه,اقامت.  ؛~ ء نماز تکبيري که براي برپا کردن نماز گويند.
2136,اقانيم,جِ اقنوم.
2137,اقانيم ثلاثه,اب، ابن، روح القدس.
2138,اقاويل,جِ اقوال ؛ ججِ قول.
2139,اقباض,به تصرف درآوردن.  داد و ستد قبض .
2140,اقبال,روی آوردن، پیش آمدن. روی آوردن بخت.  نیکبختی، بهروزی.  بخت، طالع.
2141,اقبح,قبيح تر، زشت تر، نازيباتر.
2142,اقتباس,گرفتن، اخذ کردن. آموختن. آوردن آیه‌ای از قرآن یا حدیثی در نظم و نثر. گرفتن مطلب از کتاب یا رساله‌ای.
